,won,games,max stake,% won
894,False,8,5000.0,25.0
895,False,24,8000.0,42.0
896,True,19,4000.0,53.0
897,False,6,5000.0,33.0
898,False,11,4000.0,27.0
899,True,21,4000.0,48.0
900,False,5,4000.0,20.0
901,True,17,8000.0,59.0
902,False,4,4000.0,0.0
903,True,22,5000.0,59.0
904,False,11,8000.0,45.0
905,False,6,4000.0,17.0
906,True,13,2000.0,77.0
907,True,15,4000.0,67.0
908,False,20,4000.0,35.0
909,True,18,4000.0,56.00000000000001
910,True,16,4000.0,62.0
911,False,11,6000.0,36.0
912,False,4,4000.0,0.0
913,False,17,8000.0,41.0
914,False,15,4000.0,27.0
915,False,7,4000.0,14.000000000000002
916,False,14,8000.0,50.0
917,False,5,4000.0,20.0
918,True,19,8000.0,53.0
919,True,24,8000.0,46.0
920,False,7,5000.0,28.999999999999996
921,False,4,4000.0,0.0
922,True,25,7000.0,56.00000000000001
923,True,18,8000.0,56.00000000000001
924,False,16,8000.0,44.0
925,True,15,4000.0,67.0
926,False,15,6000.0,33.0
927,False,26,8000.0,50.0
928,True,18,4000.0,56.00000000000001
929,False,15,8000.0,40.0
930,True,19,4000.0,53.0
931,False,11,7000.0,36.0
932,True,17,4000.0,59.0
933,False,9,7000.0,44.0
934,False,4,4000.0,0.0
935,True,20,4000.0,50.0
936,False,4,4000.0,0.0
937,True,22,8000.0,45.0
938,True,18,4000.0,56.00000000000001
939,True,17,4000.0,59.0
940,True,16,4000.0,62.0
941,False,5,4000.0,20.0
942,False,5,4000.0,20.0
943,True,14,4000.0,71.0
944,True,16,4000.0,62.0
945,True,21,8000.0,48.0
946,True,19,8000.0,53.0
947,False,56,8000.0,48.0
948,False,11,7000.0,36.0
949,False,12,7000.0,42.0
950,True,16,2000.0,62.0
951,True,15,4000.0,67.0
952,False,4,4000.0,0.0
953,False,36,8000.0,39.0
954,True,11,2000.0,91.0
955,True,29,8000.0,52.0
956,True,38,8000.0,57.99999999999999
957,True,19,6000.0,63.0
958,False,4,4000.0,0.0
959,False,15,6000.0,40.0
960,True,16,4000.0,62.0
961,False,5,4000.0,20.0
962,False,19,8000.0,47.0
963,True,21,4000.0,48.0
964,True,17,4000.0,59.0
965,False,15,8000.0,47.0
966,True,10,0.0,100.0
967,False,4,4000.0,0.0
968,True,23,8000.0,61.0
969,False,13,8000.0,46.0
970,False,5,4000.0,20.0
971,True,20,8000.0,50.0
972,True,19,8000.0,53.0
973,False,6,4000.0,17.0
974,False,4,4000.0,0.0
975,False,11,8000.0,45.0
976,False,5,4000.0,20.0
977,True,31,4000.0,45.0
978,True,16,4000.0,62.0
979,False,4,4000.0,0.0
980,False,12,7000.0,33.0
981,True,16,4000.0,62.0
982,False,16,8000.0,38.0
983,True,15,4000.0,67.0
984,False,5,4000.0,20.0
985,False,10,7000.0,40.0
986,False,13,8000.0,38.0
987,False,24,8000.0,42.0
988,False,6,5000.0,33.0
989,True,16,4000.0,62.0
990,True,17,4000.0,59.0
991,False,17,6000.0,41.0
992,False,13,4000.0,31.0
993,True,20,5000.0,65.0
994,True,15,8000.0,67.0
995,True,18,8000.0,56.00000000000001
996,False,12,7000.0,33.0
997,False,17,8000.0,35.0
998,True,38,8000.0,57.99999999999999
999,True,12,2000.0,83.0
